date,RP(상대가격),GAS_PRICE(산업용도시가스),OIL_PRICE(원유정제처리제품),도시가스(톤)_민수용,도시가스(톤)_산업용,도시가스(톤)_총합(민수용+산업용),민수용비중,산업용비중
1996-01-01 00:00:00,0.97,26.94,27.86,605519,83809,689328,0.87842,0.12158
1996-02-01 00:00:00,0.93,26.94,29.04,566323,70427,636750,0.8894,0.1106
1996-03-01 00:00:00,0.96,26.94,27.99,477514,62652,540166,0.88401,0.11599
1996-04-01 00:00:00,0.94,26.94,28.74,337794,47050,384844,0.87774,0.12226
1996-05-01 00:00:00,0.92,26.94,29.18,184522,30709,215231,0.85732,0.14268
1996-06-01 00:00:00,0.94,26.94,28.73,116416,28534,144950,0.80315,0.19685
1996-07-01 00:00:00,0.86,26.94,31.19,109474,31117,140591,0.77867,0.22133
1996-08-01 00:00:00,0.83,26.94,32.55,94736,28188,122924,0.77069,0.22931
1996-09-01 00:00:00,0.81,26.94,33.11,105143,36977,142120,0.73982,0.26018
1996-10-01 00:00:00,0.79,26.94,34.17,237249,61954,299203,0.79294,0.20706
1996-11-01 00:00:00,0.75,26.94,35.88,434413,79268,513681,0.84569,0.15431
1996-12-01 00:00:00,0.74,26.94,36.3,651230,100546,751776,0.86626,0.13374
1997-01-01 00:00:00,0.69,26.94,39.02,775522,104709,880231,0.88104,0.11896
1997-02-01 00:00:00,0.68,26.94,39.43,640683,84149,724832,0.88391,0.11609
1997-03-01 00:00:00,0.74,28.24,38.35,532435,75136,607571,0.87633,0.12367
1997-04-01 00:00:00,0.81,31.02,38.13,357484,62380,419864,0.85143,0.14857
1997-05-01 00:00:00,0.83,31.02,37.23,248334,59376,307710,0.80704,0.19296
1997-06-01 00:00:00,0.82,31.02,37.77,154617,57654,212271,0.72839,0.27161
1997-07-01 00:00:00,0.87,31.02,35.49,138050,66246,204296,0.67574,0.32426
1997-08-01 00:00:00,0.89,31.02,34.88,119715,62134,181849,0.65832,0.34168
1997-09-01 00:00:00,0.85,31.02,36.32,164985,84552,249537,0.66116,0.33884
1997-10-01 00:00:00,0.84,31.02,36.88,332390,114588,446978,0.74364,0.25636
1997-11-01 00:00:00,0.79,31.02,39.34,510747,125912,636659,0.80223,0.19777
1997-12-01 00:00:00,0.63,39.86,62.8,752219,146195,898414,0.83727,0.16273
1998-01-01 00:00:00,0.6,39.86,66.48,807493,143631,951123,0.84899,0.15101
1998-02-01 00:00:00,0.63,45.3,71.9,663455,118575,782031,0.84837,0.15162
1998-03-01 00:00:00,0.79,45.3,57.24,571545,124297,695842,0.82137,0.17863
1998-04-01 00:00:00,0.8,45.3,56.9,331872,88168,420040,0.7901,0.2099
1998-05-01 00:00:00,0.92,45.3,49.33,215061,86596,301657,0.71293,0.28707
1998-06-01 00:00:00,0.93,45.3,48.77,171457,84263,255719,0.67049,0.32951
1998-07-01 00:00:00,0.93,45.3,48.56,148578,82096,230674,0.6441,0.3559
1998-08-01 00:00:00,0.94,45.3,48.44,143551,80149,223700,0.64171,0.35829
1998-09-01 00:00:00,0.91,45.3,49.66,148313,99828,248141,0.5977,0.4023
1998-10-01 00:00:00,0.81,42.51,52.75,267633,110683,378316,0.70743,0.29257
1998-11-01 00:00:00,0.8,42.51,52.92,589639,147062,736701,0.80038,0.19962
1998-12-01 00:00:00,0.85,42.51,50.28,845802,163127,1008929,0.83832,0.16168
1999-01-01 00:00:00,0.9,41.46,45.99,984487,174067,1158554,0.84975,0.15025
1999-02-01 00:00:00,0.91,41.46,45.48,847927,139679,987606,0.85857,0.14143
1999-03-01 00:00:00,0.92,41.46,45.28,734345,149395,883741,0.83095,0.16905
1999-04-01 00:00:00,0.81,38.56,47.57,462060,114053,576113,0.80203,0.19797
1999-05-01 00:00:00,0.76,38.56,50.69,290920,114552,405471,0.71749,0.28252
1999-06-01 00:00:00,0.75,38.07,50.66,189179,108706,297885,0.63507,0.36493
1999-07-01 00:00:00,0.75,38.07,50.57,163166,118905,282071,0.57846,0.42154
1999-08-01 00:00:00,0.73,38.07,51.99,161284,117823,279108,0.57786,0.42214
1999-09-01 00:00:00,0.7,38.07,54.08,183081,127849,310930,0.58882,0.41118
1999-10-01 00:00:00,0.72,41.78,58.37,402061,170198,572259,0.70259,0.29741
1999-11-01 00:00:00,0.69,41.78,60.97,657325,196487,853812,0.76987,0.23013
1999-12-01 00:00:00,0.69,41.78,60.23,1027319,251488,1278807,0.80334,0.19666
2000-01-01 00:00:00,0.77,44.74,58.07,1148336,248266,1396602,0.82224,0.17776
2000-02-01 00:00:00,0.77,44.74,58.24,1082801,219592,1302393,0.83139,0.16861
2000-03-01 00:00:00,0.77,44.74,58.42,847669,213263,1060932,0.79899,0.20101
2000-04-01 00:00:00,0.77,44.74,57.94,548101,172968,721068,0.76012,0.23988
2000-05-01 00:00:00,0.88,49.06,55.49,350196,164437,514633,0.68048,0.31952
2000-06-01 00:00:00,0.82,49.06,59.67,206964,156473,363437,0.56946,0.43054
2000-07-01 00:00:00,0.82,49.06,59.98,181402,163679,345081,0.52568,0.47432
2000-08-01 00:00:00,0.79,49.06,62.02,179319,168129,347448,0.5161,0.4839
2000-09-01 00:00:00,0.76,49.06,64.65,239174,179575,418749,0.57116,0.42884
2000-10-01 00:00:00,0.77,52.65,68.11,416665,219854,636519,0.6546,0.3454
2000-11-01 00:00:00,0.77,52.65,68.49,763938,264161,1028100,0.74306,0.25694
2000-12-01 00:00:00,0.77,52.65,68.58,1099623,293726,1393349,0.78919,0.21081
2001-01-01 00:00:00,0.87,57.65,66.42,1368105,293287,1661392,0.82347,0.17653
2001-02-01 00:00:00,0.88,57.65,65.88,1108879,251299,1360178,0.81525,0.18475
2001-03-01 00:00:00,0.87,57.65,66.28,950504,257269,1207772,0.78699,0.21301
2001-04-01 00:00:00,0.9,60.56,67.18,552465,192383,744849,0.74171,0.25828
2001-05-01 00:00:00,0.91,60.56,66.19,318955,182192,501146,0.63645,0.36355
2001-06-01 00:00:00,0.91,60.56,66.19,217625,181047,398672,0.54587,0.45413
2001-07-01 00:00:00,0.9,60.56,67.32,212416,182720,395137,0.53758,0.46242
2001-08-01 00:00:00,0.92,60.56,65.7,193381,175939,369320,0.52361,0.47639
2001-09-01 00:00:00,0.93,60.56,65.08,202370,200150,402520,0.50276,0.49724
2001-10-01 00:00:00,0.93,60.56,65.23,383573,224570,608143,0.63073,0.36927
2001-11-01 00:00:00,0.98,60.56,61.95,795997,281975,1077972,0.73842,0.26158
2001-12-01 00:00:00,1.02,59.64,58.45,1246694,325748,1572442,0.79284,0.20716
2002-01-01 00:00:00,0.86,51.11,59.56,1291199,315492,1606691,0.80364,0.19636
2002-02-01 00:00:00,0.85,51.11,60.08,1066290,248165,1314455,0.8112,0.1888
2002-03-01 00:00:00,0.83,51.11,61.72,890162,268288,1158450,0.76841,0.23159
2002-04-01 00:00:00,0.79,51.11,64.61,551890,224015,775905,0.71129,0.28871
2002-05-01 00:00:00,0.77,51.11,66.51,386105,223769,609874,0.63309,0.36691
2002-06-01 00:00:00,0.77,51.11,66.25,251404,199340,450744,0.55775,0.44225
2002-07-01 00:00:00,0.76,51.11,67.22,235945,215771,451717,0.52233,0.47767
2002-08-01 00:00:00,0.77,51.11,66.76,237199,215254,452454,0.52425,0.47575
2002-09-01 00:00:00,0.75,51.11,68.27,264393,219173,483566,0.54676,0.45324
2002-10-01 00:00:00,0.71,51.11,71.66,559568,297623,857191,0.65279,0.34721
2002-11-01 00:00:00,0.74,53.76,73.12,1066576,327793,1394368,0.76492,0.23508
2002-12-01 00:00:00,0.75,53.76,71.34,1293196,345488,1638685,0.78917,0.21083
2003-01-01 00:00:00,0.74,55.31,74.8,1560357,367416,1927774,0.80941,0.19059
2003-02-01 00:00:00,0.72,55.31,76.7,1176215,280765,1456980,0.8073,0.1927
2003-03-01 00:00:00,0.75,58.77,78.68,1054488,308751,1363239,0.77352,0.22648
2003-04-01 00:00:00,0.8,58.77,73.07,643963,242834,886797,0.72617,0.27383
2003-05-01 00:00:00,0.83,58.77,70.62,396910,224652,621562,0.63857,0.36143
2003-06-01 00:00:00,0.85,58.77,69.27,278453,221918,500371,0.55649,0.44351
2003-07-01 00:00:00,0.8,57.54,71.78,269741,228552,498293,0.54133,0.45867
2003-08-01 00:00:00,0.8,57.54,72.27,253603,222390,475994,0.53279,0.46721
2003-09-01 00:00:00,0.75,54.87,72.93,287316,227369,514685,0.55824,0.44176
2003-10-01 00:00:00,0.75,54.87,73.11,535197,304255,839452,0.63756,0.36244
2003-11-01 00:00:00,0.73,54.87,75.53,829249,301014,1130264,0.73368,0.26632
2003-12-01 00:00:00,0.71,54.87,77.42,1369037,394147,1763184,0.77646,0.22354
2004-01-01 00:00:00,0.73,57.84,79.63,1553307,363492,1916800,0.81036,0.18963
2004-02-01 00:00:00,0.72,57.84,80.85,1300586,326216,1626802,0.79947,0.20053
2004-03-01 00:00:00,0.72,57.84,80.53,1122849,332346,1455195,0.77161,0.22839
2004-04-01 00:00:00,0.72,57.84,80.87,670097,259855,929953,0.72057,0.27943
2004-05-01 00:00:00,0.71,57.84,81.66,452718,249423,702141,0.64477,0.35523
2004-06-01 00:00:00,0.7,57.84,82.16,300907,235960,536867,0.56049,0.43951
2004-07-01 00:00:00,0.71,57.84,81.99,297785,248155,545941,0.54545,0.45455
2004-08-01 00:00:00,0.68,57.84,85.11,263000,232494,495494,0.53078,0.46922
2004-09-01 00:00:00,0.71,61.86,86.65,285974,250028,536002,0.53353,0.46647
2004-10-01 00:00:00,0.7,61.86,88.39,520696,311468,832164,0.62571,0.37429
2004-11-01 00:00:00,0.74,66.06,89.13,853352,333831,1187183,0.7188,0.2812
2004-12-01 00:00:00,0.78,66.06,84.63,1337304,401977,1739281,0.76888,0.23112
2005-01-01 00:00:00,0.77,63.96,83.24,1686918,425039,2111957,0.79875,0.20125
2005-02-01 00:00:00,0.76,63.96,83.62,1507942,337263,1845204,0.81722,0.18278
2005-03-01 00:00:00,0.67,58.02,86.15,1299957,365855,1665812,0.78037,0.21963
2005-04-01 00:00:00,0.64,58.02,90.89,720771,269607,990378,0.72777,0.27223
2005-05-01 00:00:00,0.67,60.75,90.3,449185,263080,712265,0.63064,0.36936
2005-06-01 00:00:00,0.66,59.75,90.83,314339,247276,561615,0.55971,0.44029
2005-07-01 00:00:00,0.64,61.67,96.08,299187,255224,554412,0.53965,0.46035
2005-08-01 00:00:00,0.63,61.67,98.16,279058,250390,529448,0.52707,0.47293
2005-09-01 00:00:00,0.6,61.67,102.3,295571,257684,553255,0.53424,0.46576
2005-10-01 00:00:00,0.6,61.67,103.56,535890,333379,869268,0.61648,0.38352
2005-11-01 00:00:00,0.65,65.19,100.7,956702,363702,1320403,0.72455,0.27545
2005-12-01 00:00:00,0.66,65.19,99.4,1814903,503609,2318513,0.78279,0.21721
2006-01-01 00:00:00,0.69,69.76,100.93,1663668,403770,2067438,0.8047,0.1953
2006-02-01 00:00:00,0.69,69.76,101.83,1465276,369548,1834824,0.79859,0.20141
2006-03-01 00:00:00,0.68,69.76,102.17,1252496,380259,1632754,0.76711,0.23289
2006-04-01 00:00:00,0.66,69.76,105.24,827127,307253,1134381,0.72914,0.27086
2006-05-01 00:00:00,0.66,69.76,106.38,470598,276380,746978,0.63,0.37
2006-06-01 00:00:00,0.65,69.76,106.76,338470,279418,617889,0.54778,0.45221
2006-07-01 00:00:00,0.69,75.57,108.98,334729,287040,621768,0.53835,0.46165
2006-08-01 00:00:00,0.69,75.57,109.87,309326,269467,578793,0.53443,0.46557
2006-09-01 00:00:00,0.78,82.68,106.38,314777,316123,630900,0.49893,0.50107
2006-10-01 00:00:00,0.82,82.68,100.38,412591,315971,728562,0.56631,0.43369
2006-11-01 00:00:00,0.78,76.69,98.3,940748,419670,1360418,0.69151,0.30849
2006-12-01 00:00:00,0.78,76.69,98.47,1533772,468451,2002223,0.76603,0.23397
2007-01-01 00:00:00,0.76,73.6,97.08,1645363,461726,2107089,0.78087,0.21913
2007-02-01 00:00:00,0.76,73.6,97.25,1304625,350887,1655511,0.78805,0.21195
2007-03-01 00:00:00,0.71,71.55,100.61,1242387,419078,1661465,0.74777,0.25223
2007-04-01 00:00:00,0.69,71.55,103.96,831041,345166,1176207,0.70654,0.29346
2007-05-01 00:00:00,0.7,74.89,107.27,483763,308941,792705,0.61027,0.38973
2007-06-01 00:00:00,0.69,74.89,108.09,340698,302641,643339,0.52958,0.47042
2007-07-01 00:00:00,0.68,74.89,109.95,325438,316323,641760,0.5071,0.4929
2007-08-01 00:00:00,0.68,74.89,109.85,320590,309352,629941,0.50892,0.49108
2007-09-01 00:00:00,0.74,83.24,112.46,318500,319912,638413,0.49889,0.50111
2007-10-01 00:00:00,0.72,83.24,115.2,549074,399752,948826,0.57869,0.42131
2007-11-01 00:00:00,0.7,85.65,122.21,1067962,459067,1527029,0.69937,0.30063
2007-12-01 00:00:00,0.67,85.65,127.47,1536487,489887,2026374,0.75824,0.24176
2008-01-01 00:00:00,0.65,83.24,128.93,1784041,528585,2312626,0.77144,0.22856
2008-02-01 00:00:00,0.64,83.24,129.37,1646181,440978,2087159,0.78872,0.21128
2008-03-01 00:00:00,0.62,83.24,133.6,1183208,417593,1600801,0.73913,0.26087
2008-04-01 00:00:00,0.59,83.24,141.35,728851,359253,1088104,0.66984,0.33016
2008-05-01 00:00:00,0.53,83.24,155.7,479449,347757,827206,0.5796,0.4204
2008-06-01 00:00:00,0.49,83.24,169.09,359609,363768,723377,0.49713,0.50287
2008-07-01 00:00:00,0.48,83.24,173.66,331818,391362,723180,0.45883,0.54117
2008-08-01 00:00:00,0.51,83.24,163.44,301668,392751,694419,0.43442,0.56558
2008-09-01 00:00:00,0.53,83.24,158.03,312720,417851,730571,0.42805,0.57195
2008-10-01 00:00:00,0.57,83.24,146.95,476836,502258,979094,0.48702,0.51298
2008-11-01 00:00:00,0.7,86.52,123.5,1012111,493016,1505128,0.67244,0.32756
2008-12-01 00:00:00,0.81,89.36,110.87,1553382,491360,2044742,0.7597,0.2403
2009-01-01 00:00:00,0.81,88.12,108.25,1828194,475294,2303487,0.79366,0.20634
2009-02-01 00:00:00,0.78,88.12,112.74,1342361,410096,1752457,0.76599,0.23401
2009-03-01 00:00:00,0.77,88.12,114.0,1219251,463253,1682503,0.72466,0.27534
2009-04-01 00:00:00,0.77,89.36,116.29,772023,382299,1154323,0.66881,0.33119
2009-05-01 00:00:00,0.78,89.36,114.22,466732,339666,806398,0.57879,0.42121
2009-06-01 00:00:00,0.73,90.34,122.97,348457,361942,710399,0.49051,0.50949
2009-07-01 00:00:00,0.77,96.46,125.52,335077,399983,735060,0.45585,0.54415
2009-08-01 00:00:00,0.74,96.46,131.19,312854,382384,695238,0.45,0.55
2009-09-01 00:00:00,0.74,96.46,129.6,320013,434250,754263,0.42427,0.57573
2009-10-01 00:00:00,0.77,96.46,126.06,490204,467940,958143,0.51162,0.48838
2009-11-01 00:00:00,0.73,96.46,131.97,1051972,559642,1611614,0.65274,0.34726
2009-12-01 00:00:00,0.73,96.46,132.41,1691507,654187,2345694,0.72111,0.27889
2010-01-01 00:00:00,0.73,98.43,134.87,2007813,666375,2674188,0.75081,0.24919
2010-02-01 00:00:00,0.75,98.43,131.36,1485036,521594,2006631,0.74006,0.25994
2010-03-01 00:00:00,0.72,98.43,136.73,1351544,604348,1955892,0.69101,0.30899
2010-04-01 00:00:00,0.7,98.43,140.34,961861,510337,1472198,0.65335,0.34665
2010-05-01 00:00:00,0.71,98.43,139.13,542735,446416,989151,0.54869,0.45131
2010-06-01 00:00:00,0.72,98.43,136.68,370060,448796,818856,0.45192,0.54808
2010-07-01 00:00:00,0.73,98.43,135.03,334545,467388,801933,0.41717,0.58283
2010-08-01 00:00:00,0.72,98.43,136.34,318729,437247,755976,0.42161,0.57839
2010-09-01 00:00:00,0.76,102.41,134.65,327929,459544,787474,0.41643,0.58357
2010-10-01 00:00:00,0.74,102.41,138.88,553872,564906,1118777,0.49507,0.50493
2010-11-01 00:00:00,0.68,96.84,143.15,1059788,644250,1704038,0.62193,0.37807
2010-12-01 00:00:00,0.63,96.84,153.5,1701331,735172,2436503,0.69827,0.30173
2011-01-01 00:00:00,0.64,102.22,160.24,2162477,801968,2964445,0.72947,0.27053
2011-02-01 00:00:00,0.62,102.22,164.03,1505957,544966,2050923,0.73428,0.26572
2011-03-01 00:00:00,0.57,102.22,179.88,1362580,669566,2032146,0.67051,0.32949
2011-04-01 00:00:00,0.55,102.22,184.78,876144,558755,1434899,0.6106,0.3894
2011-05-01 00:00:00,0.6,108.22,179.36,535990,524106,1060096,0.50561,0.49439
2011-06-01 00:00:00,0.62,108.22,174.18,386400,519717,906118,0.42643,0.57356
2011-07-01 00:00:00,0.62,108.22,175.92,367658,535978,903636,0.40687,0.59313
2011-08-01 00:00:00,0.62,108.22,173.9,343770,501956,845726,0.40648,0.59352
2011-09-01 00:00:00,0.61,108.22,178.29,335737,520233,855971,0.39223,0.60777
2011-10-01 00:00:00,0.64,114.52,179.36,540842,667297,1208139,0.44767,0.55233
2011-11-01 00:00:00,0.64,114.52,177.85,843047,665439,1508486,0.55887,0.44113
2011-12-01 00:00:00,0.64,114.52,179.35,1660433,823543,2483976,0.66846,0.33154
2012-01-01 00:00:00,0.62,114.52,185.95,1914601,752384,2666986,0.71789,0.28211
2012-02-01 00:00:00,0.6,114.52,191.89,1786762,730580,2517341,0.70978,0.29022
2012-03-01 00:00:00,0.58,114.52,198.14,1372721,699708,2072429,0.66237,0.33763
2012-04-01 00:00:00,0.58,114.52,198.45,845919,575806,1421724,0.595,0.40501
2012-05-01 00:00:00,0.61,114.52,186.35,464615,569792,1034408,0.44916,0.55084
2012-06-01 00:00:00,0.67,114.52,171.1,364850,562731,927580,0.39334,0.60667
2012-07-01 00:00:00,0.67,114.52,171.44,374518,591863,966381,0.38755,0.61245
2012-08-01 00:00:00,0.63,114.52,182.28,329101,593523,922624,0.3567,0.6433
2012-09-01 00:00:00,0.61,114.52,188.12,336686,632894,969580,0.34725,0.65275
2012-10-01 00:00:00,0.63,114.52,183.09,523083,731545,1254629,0.41692,0.58308
2012-11-01 00:00:00,0.65,114.52,176.76,1100824,834708,1935532,0.56874,0.43126
2012-12-01 00:00:00,0.66,114.52,174.34,1914895,953413,2868308,0.6676,0.3324
2013-01-01 00:00:00,0.66,114.52,174.1,2011896,912518,2924414,0.68797,0.31203
2013-02-01 00:00:00,0.63,115.87,183.64,1587145,784626,2371771,0.66918,0.33082
2013-03-01 00:00:00,0.68,119.94,176.45,1240854,772515,2013368,0.61631,0.38369
2013-04-01 00:00:00,0.71,119.94,169.75,931144,714999,1646143,0.56565,0.43435
2013-05-01 00:00:00,0.72,119.94,166.99,544889,619777,1164666,0.46785,0.53215
2013-06-01 00:00:00,0.71,119.94,169.56,374368,606319,980687,0.38174,0.61826
2013-07-01 00:00:00,0.69,119.94,174.47,358204,641856,1000060,0.35818,0.64182
2013-08-01 00:00:00,0.69,120.95,174.29,342725,586780,929505,0.36872,0.63128
2013-09-01 00:00:00,0.7,120.95,173.6,318873,598554,917426,0.34757,0.65243
2013-10-01 00:00:00,0.72,120.95,167.88,492833,737751,1230584,0.40049,0.59951
2013-11-01 00:00:00,0.72,120.95,168.31,1059637,840299,1899936,0.55772,0.44228
2013-12-01 00:00:00,0.7,120.95,172.01,1638151,879650,2517800,0.65063,0.34937
2014-01-01 00:00:00,0.76,128.61,169.17,1741249,822219,2563467,0.67926,0.32074
2014-02-01 00:00:00,0.76,128.61,170.14,1443602,693959,2137561,0.67535,0.32465
2014-03-01 00:00:00,0.76,128.61,169.62,1157243,734898,1892141,0.61161,0.38839
2014-04-01 00:00:00,0.78,128.61,165.79,701710,610440,1312149,0.53478,0.46522
2014-05-01 00:00:00,0.78,128.61,164.01,489021,603318,1092339,0.44768,0.55232
2014-06-01 00:00:00,0.79,128.61,163.09,364068,589802,953871,0.38167,0.61832
2014-07-01 00:00:00,0.78,127.19,162.33,351317,640610,991928,0.35418,0.64582
2014-08-01 00:00:00,0.82,127.19,155.94,330374,584391,914765,0.36116,0.63884
2014-09-01 00:00:00,0.84,127.19,151.74,330810,565183,895993,0.36921,0.63079
2014-10-01 00:00:00,0.89,127.19,142.28,492443,675401,1167844,0.42167,0.57833
2014-11-01 00:00:00,0.94,127.19,134.87,924236,691813,1616049,0.57191,0.42809
2014-12-01 00:00:00,1.11,127.19,114.31,1794870,846801,2641671,0.67944,0.32056
2015-01-01 00:00:00,1.27,119.11,94.13,1763930,700563,2464493,0.71574,0.28426
2015-02-01 00:00:00,1.19,119.11,100.36,1484195,572869,2057064,0.72151,0.27849
2015-03-01 00:00:00,0.99,104.62,105.83,1269808,630065,1899873,0.66836,0.33164
2015-04-01 00:00:00,1.01,104.62,103.84,780107,536267,1316374,0.59262,0.40738
2015-05-01 00:00:00,0.82,91.79,111.89,479793,505890,985683,0.48676,0.51324
2015-06-01 00:00:00,0.81,91.79,113.11,373618,514007,887624,0.42092,0.57908
2015-07-01 00:00:00,0.87,91.79,106.01,355548,531214,886761,0.40095,0.59905
2015-08-01 00:00:00,0.94,91.79,98.07,327840,488926,816765,0.40139,0.59861
2015-09-01 00:00:00,1.01,96.34,95.3,328598,502257,830855,0.39549,0.60451
2015-10-01 00:00:00,1.02,96.34,94.17,477063,582921,1059984,0.45007,0.54993
2015-11-01 00:00:00,1.05,96.34,91.81,890663,633643,1524306,0.58431,0.41569
2015-12-01 00:00:00,1.13,96.34,85.5,1491034,708636,2199670,0.67784,0.32216
2016-01-01 00:00:00,1.15,86.54,75.08,1909356,737007,2646363,0.7215,0.2785
2016-02-01 00:00:00,1.2,86.54,72.07,1615218,576168,2191387,0.73708,0.26292
2016-03-01 00:00:00,1.0,77.11,77.2,1244424,605263,1849687,0.67278,0.32722
2016-04-01 00:00:00,0.97,77.11,79.31,710486,508759,1219245,0.58273,0.41727
2016-05-01 00:00:00,0.83,70.93,85.79,485529,493899,979428,0.49573,0.50427
2016-06-01 00:00:00,0.79,70.93,90.35,385260,487473,872733,0.44144,0.55856
2016-07-01 00:00:00,0.81,70.93,87.54,374707,500368,875076,0.4282,0.5718
2016-08-01 00:00:00,0.86,70.93,82.75,338814,465488,804302,0.42125,0.57875
2016-09-01 00:00:00,0.84,70.93,84.17,331396,473692,805088,0.41163,0.58837
2016-10-01 00:00:00,0.78,70.93,90.68,489833,591924,1081757,0.45281,0.54719
2016-11-01 00:00:00,0.83,76.09,91.62,1052094,684233,1736327,0.60593,0.39407
2016-12-01 00:00:00,0.77,76.09,99.17,1586809,735859,2322668,0.68318,0.31682
2017-01-01 00:00:00,0.72,76.09,106.13,1859724,715626,2575350,0.72212,0.27788
2017-02-01 00:00:00,0.73,76.09,103.73,1642258,633160,2275417,0.72174,0.27826
2017-03-01 00:00:00,0.79,78.88,99.84,1300191,659824,1960015,0.66336,0.33664
2017-04-01 00:00:00,0.78,78.88,100.66,759085,549691,1308776,0.58,0.42
2017-05-01 00:00:00,0.86,82.89,96.17,481843,512652,994495,0.48451,0.51549
2017-06-01 00:00:00,0.91,82.89,91.36,392401,492596,884996,0.44339,0.55661
2017-07-01 00:00:00,0.89,82.89,93.03,373759,490124,863882,0.43265,0.56735
2017-08-01 00:00:00,0.86,82.89,96.72,354898,484551,839449,0.42277,0.57723
2017-09-01 00:00:00,0.81,82.89,102.15,355713,544947,900660,0.39495,0.60505
2017-10-01 00:00:00,0.79,82.89,104.61,506084,563796,1069880,0.47303,0.52697
2017-11-01 00:00:00,0.67,73.95,109.78,1164073,746759,1910832,0.6092,0.3908
2017-12-01 00:00:00,0.66,73.95,111.3,1967384,838623,2806007,0.70113,0.29887
2018-01-01 00:00:00,0.65,73.95,113.2,2187356,842024,3029381,0.72205,0.27795
2018-02-01 00:00:00,0.66,73.95,111.85,1877258,661919,2539177,0.73932,0.26068
2018-03-01 00:00:00,0.67,73.95,110.61,1294043,647226,1941269,0.6666,0.3334
2018-04-01 00:00:00,0.64,73.95,114.73,810979,580667,1391646,0.58275,0.41725
2018-05-01 00:00:00,0.62,76.41,122.9,557259,584369,1141628,0.48813,0.51187
2018-06-01 00:00:00,0.62,76.41,123.0,421366,570856,992222,0.42467,0.57533
2018-07-01 00:00:00,0.63,80.13,127.34,397534,589012,986546,0.40296,0.59704
2018-08-01 00:00:00,0.63,80.13,127.81,359429,569973,929402,0.38673,0.61327
2018-09-01 00:00:00,0.6,80.13,133.3,364344,582462,946805,0.38481,0.61519
2018-10-01 00:00:00,0.59,80.13,136.55,647374,715571,1362945,0.47498,0.52502
2018-11-01 00:00:00,0.66,80.13,121.36,1089734,741783,1831516,0.59499,0.40501
2018-12-01 00:00:00,0.74,80.13,108.48,1865694,854757,2720452,0.6858,0.3142
2019-01-01 00:00:00,0.77,80.13,103.66,2023662,772539,2796200,0.72372,0.27628
2019-02-01 00:00:00,0.74,80.13,108.21,1660132,600861,2260993,0.73425,0.26575
2019-03-01 00:00:00,0.69,80.13,115.77,1279302,679395,1958697,0.65314,0.34686
2019-04-01 00:00:00,0.66,80.13,120.99,920035,627743,1547778,0.59442,0.40558
2019-05-01 00:00:00,0.65,80.13,123.45,548871,581306,1130177,0.48565,0.51435
2019-06-01 00:00:00,0.7,80.13,115.01,419341,565142,984483,0.42595,0.57405
2019-07-01 00:00:00,0.73,84.7,116.15,403664,553295,956960,0.42182,0.57818
2019-08-01 00:00:00,0.73,84.7,115.29,374639,514526,889166,0.42134,0.57866
2019-09-01 00:00:00,0.73,84.7,115.88,366621,524795,891416,0.41128,0.58872
2019-10-01 00:00:00,0.73,84.7,116.43,520739,628223,1148962,0.45323,0.54677
2019-11-01 00:00:00,0.72,84.7,117.19,1055013,714870,1769883,0.59609,0.40391
2019-12-01 00:00:00,0.71,84.7,120.12,1732147,755546,2487693,0.69629,0.30371
2020-01-01 00:00:00,0.71,84.7,119.47,1819123,687084,2506207,0.72585,0.27415
2020-02-01 00:00:00,0.77,84.7,110.13,1604680,633396,2238075,0.71699,0.28301
2020-03-01 00:00:00,0.98,84.7,86.34,1243141,616998,1860140,0.66831,0.33169
2020-04-01 00:00:00,1.33,84.7,63.83,918206,534319,1452525,0.63214,0.36786
2020-05-01 00:00:00,1.33,84.7,63.69,539517,439949,979466,0.55083,0.44917
2020-06-01 00:00:00,1.07,84.7,78.99,406010,446235,852245,0.4764,0.5236
2020-07-01 00:00:00,0.85,70.98,83.16,399937,485652,885588,0.45161,0.54839
2020-08-01 00:00:00,0.86,72.93,84.71,398661,457970,856631,0.46538,0.53462
2020-09-01 00:00:00,0.8,65.24,81.26,380235,525619,905853,0.41975,0.58025
2020-10-01 00:00:00,0.76,59.16,78.13,616682,600890,1217571,0.50649,0.49352
2020-11-01 00:00:00,0.75,58.72,78.64,1093747,665901,1759648,0.62157,0.37843
2020-12-01 00:00:00,0.72,63.87,88.53,1921404,811928,2733332,0.70295,0.29705
